Mod:Item:MetaData, Localized Name
thaumicaugmentation:warded_pressure_plate_greatwood, Greatwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_silverwood, Silverwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_arcane_stone, Arcane Stone Arcane Pressure Plate
thaumicaugmentation:urn:0, Common Urn
thaumicaugmentation:urn:1, Uncommon Urn
thaumicaugmentation:urn:2, Rare Urn
thaumicaugmentation:item_grate, Item Grate
thaumicaugmentation:glass_tube, Glass Essentia Tube
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:material:3, Impetus Cell
thaumicaugmentation:material:4, Harness Base
thaumicaugmentation:material:5, Impetus Jewel
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Greatwood Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:arcane_door:2, Silverwood Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Void Thaumaturge Boots
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:augment_caster_rift_energy_storage, Impetus Conductor
thaumicaugmentation:fracture_locator:0, Fracture Locator
thaumicaugmentation:augment_builder_power:0, Modifier: Experience
thaumicaugmentation:augment_builder_power:0, Modifier: Elemental
thaumicaugmentation:augment_builder_power:0, Modifier: Overworld
thaumicaugmentation:augment_builder_power:0, Modifier: Nether
thaumicaugmentation:augment_builder_power:0, Modifier: The End
thaumicaugmentation:augment_builder_power:0, Modifier: Emptiness
thaumicaugmentation:augment_builder_power:0, Modifier: Frenzy
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Focus Power
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Cast Speed
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Vis Discount
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:rift_jar:0, Reinforced Jar
thaumicaugmentation:rift_jar:0, Rift in a Jar
thaumicaugmentation:impetus_mirror:0, Impetus Mirror
thaumicaugmentation:impetus_linker:0, Impetus Resonator
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:thaumostatic_harness:0, Thaumostatic Harness
thaumicaugmentation:thaumostatic_harness_augment:0, Gyroscope Upgrade
thaumicaugmentation:thaumostatic_harness_augment:1, Girdle Upgrade
thaumicaugmentation:elytra_harness:0, Elytra Harness
thaumicaugmentation:elytra_harness_augment:0, Impetus Thruster Upgrade
thaumicaugmentation:autocaster_placer:0, Autocaster
thaumicaugmentation:autocaster_placer:1, Eldritch Autocaster
thaumicaugmentation:impulse_cannon:0, Impulse Cannon
thaumicaugmentation:impulse_cannon_augment:0, Railgun Conversion
thaumicaugmentation:impulse_cannon_augment:1, Burst Fire Conversion
thaumicaugmentation:focus_ancient, Ancient Focus
thaumicaugmentation:eldritch_lock_key:0, Runed Tablet
thaumicaugmentation:eldritch_lock_key:1, Spiked Sigil
thaumicaugmentation:eldritch_lock_key:2, Tome of Forbidden Knowledge
thaumicaugmentation:eldritch_lock_key:3, Sinister Blade
thaumicaugmentation:obelisk_placer:0, Eldritch Obelisk
thaumicaugmentation:obelisk_placer:1, Ancient Obelisk
thaumicaugmentation:research_notes:0, Tattered Scrolls
thaumicaugmentation:augment_vis_battery, Vis Battery Augment
thaumicaugmentation:thaumium_robes_hood, Hood of the Adept
thaumicaugmentation:thaumium_robes_chestplate, Robe of the Adept
thaumicaugmentation:thaumium_robes_leggings, Leggings of the Adept
thaumicaugmentation:celestial_observer_placer, Celestial Observer
thaumcomp:sealconnector, Golem Seal Connector
thaumicperiphery:caster_elementium, Elementium Caster's Gauntlet
thaumicperiphery:pauldron, Pauldron
thaumicperiphery:pauldron_repulsion, Pauldron of Repulsion
thaumicperiphery:malignant_heart, Malignant Heart
thaumicperiphery:magic_quiver, Conjurer's Quiver
thaumicperiphery:vis_phylactery, Vis Phylactery
thaumicterminal:item_part:0, Arcane Terminal
thaumictinkerer:funnel, Essentia Funnel
thaumictinkerer:dissimulation, Dissimulation Block
thaumictinkerer:transvector_interface, Transvector Interface
thaumictinkerer:transvector_dislocator, Transvector Dislocator
thaumictinkerer:repairer, Thaumic Restorer
thaumictinkerer:magnet, Kinetic Attractor
thaumictinkerer:mob_magnet, Corporeal Attractor
thaumictinkerer:osmotic_enchanter, Osmotic Enchanter
thaumictinkerer:enchantment_pillar, Enchanting Pillar
thaumictinkerer:animation_tablet, Dynamism Tablet
thaumictinkerer:black_quartz_block, Black Quartz Block
thaumictinkerer:dummy_nitor, tile.thaumictinkerer:dummy_nitor.name
thaumictinkerer:share_book, Tome of Knowledge Sharing
thaumictinkerer:black_quartz, Smokey Quartz
thaumictinkerer:connector, Transvector Binder
thaumictinkerer:soul_mould, Soul Mould
thaumictinkerer:energetic_nitor, Energetic Nitor
thaumictinkerer:spellbinding_cloth, Spellbinding Cloth
thaumictinkerer:blood_sword, Cursed Spirit's Blade
thaumictinkerer:mob_aspect, item.thaumictinkerer:mob_aspect.name
tinker_io:cd_lonesome_avenue, Music Disc
tinker_io:upg:0, Base Upgrade
tinker_io:upg:1, Slot Upgrade I
tinker_io:upg:2, Slot Upgrade II
tinker_io:upg:3, Slot Upgrade III
tinker_io:upg:4, Slot Upgrade IV
tinker_io:upg:5, Redstone Upgrade
tinker_io:upg:6, Fortune Upgrade
tinker_io:upg:7, Basin Upgrade
tinker_io:solidfuel, Solid Fuel
tinker_io:speedupg, Speed Upgrade
tinker_io:crushed_ore, Crushed Ore
tinker_io:fuel_input_machine, Fuel Input Machine
tinker_io:smart_output, Smart Output
tinker_io:what_a_beautiful_block, What a beautiful block
tinker_io:ore_crusher, Ore Crusher
tinker_io:stirling_engine, Stirling Engine
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
immersiveintelligence:material:0, Advanced Vacuum Tube
immersiveintelligence:material:1, Basic Electronic Component
immersiveintelligence:material:2, Raw Basic Circuit Board
immersiveintelligence:material:3, Etched Basic Circuit Board
immersiveintelligence:material:4, Advanced Electronic Component
immersiveintelligence:material:5, Raw Advanced Circuit Board
immersiveintelligence:material:6, Etched Advanced Circuit Board
immersiveintelligence:material:7, Advanced Circuit Board
immersiveintelligence:material:8, Transistor
immersiveintelligence:material:9, Processor
immersiveintelligence:material:10, Raw Processor Circuit Board
immersiveintelligence:material:11, Etched Processor Circuit Board
immersiveintelligence:material:12, Processor Circuit Board
immersiveintelligence:material:13, Compact Electric Engine
immersiveintelligence:material:14, Advanced Compact Electric Engine
immersiveintelligence:material:15, Empty Punchtape
immersiveintelligence:material:16, RDX Dust
immersiveintelligence:material:17, HMX Dust
immersiveintelligence:material:18, White Phosphorus
immersiveintelligence:material:19, Salt Dust
immersiveintelligence:material:20, Carbon Brush
immersiveintelligence:material:21, Glass Fibre Cable
immersiveintelligence:material:22, Sawdust
immersiveintelligence:material:23, Formaldehyde Dust
immersiveintelligence:material:24, Hexamine Dust
immersiveintelligence:material:25, Wood Pulp
immersiveintelligence:material:26, Treated Wood Pulp
immersiveintelligence:material:27, Artificial Leather
immersiveintelligence:material:28, Natural Rubber
immersiveintelligence:material:29, Rubber Belt
immersiveintelligence:material:30, Rubber Tire
immersiveintelligence:material_ingot:0, Advanced Electronic Alloy Ingot
immersiveintelligence:material_ingot:1, Brass Ingot
immersiveintelligence:material_ingot:2, Platinum Ingot
immersiveintelligence:material_ingot:3, Tungsten Ingot
immersiveintelligence:material_ingot:4, Zinc Ingot
immersiveintelligence:material_ingot:5, Magnet
immersiveintelligence:material_ingot:6, Silicon Ingot
immersiveintelligence:material_plate:0, Advanced Electronic Alloy Plate
immersiveintelligence:material_plate:1, Brass Plate
immersiveintelligence:material_plate:2, Platinum Plate
immersiveintelligence:material_plate:3, Tungsten Plate
immersiveintelligence:material_plate:4, Zinc Plate
immersiveintelligence:material_plate:5, Silicon Wafer
immersiveintelligence:material_dust:0, Advanced Electronic Alloy Grit
immersiveintelligence:material_dust:1, Brass Grit
immersiveintelligence:material_dust:2, Platinum Grit
immersiveintelligence:material_dust:3, Tungsten Grit
immersiveintelligence:material_dust:4, Zinc Grit
immersiveintelligence:material_dust:5, Silicon Dust
immersiveintelligence:material_dust:6, Fluorite Dust
immersiveintelligence:material_dust:7, Quartz Dust
immersiveintelligence:material_dust:8, Dirty Quartz Dust
immersiveintelligence:material_dust:9, Phosphorus Dust
immersiveintelligence:material_nugget:0, Advanced Electronic Alloy Nugget
immersiveintelligence:material_nugget:1, Brass Nugget
immersiveintelligence:material_nugget:2, Platinum Nugget
immersiveintelligence:material_nugget:3, Tungsten Nugget
immersiveintelligence:material_nugget:4, Zinc Nugget
immersiveintelligence:material_nugget:5, Silicon Piece
immersiveintelligence:material_wire:0, Tungsten Wire
immersiveintelligence:material_spring:0, Brass Spring
immersiveintelligence:material_spring:1, Iron Spring
immersiveintelligence:material_spring:2, Steel Spring
immersiveintelligence:material_gem:0, Nether Fluorite
immersiveintelligence:material_gem:1, Nether Phosphorus
immersiveintelligence:material_boule:0, Silicon Boule
immersiveintelligence:press_mold:0, Metal Press Mold: Artillery Shell Casing
immersiveintelligence:press_mold:1, Metal Press Mold: Machinegun Bullet Casing
immersiveintelligence:press_mold:2, Metal Press Mold: Submachinegun Bullet Casing
immersiveintelligence:press_mold:3, Metal Press Mold: Grenade
immersiveintelligence:press_mold:4, Metal Press Mold: Light Howitzer Shell Casing
immersiveintelligence:circuit_functional:0, Arithmetic Circuit
immersiveintelligence:circuit_functional:1, Advanced Arithmetic Circuit
immersiveintelligence:circuit_functional:2, Logic Circuit
immersiveintelligence:circuit_functional:3, Comparator Circuit
immersiveintelligence:circuit_functional:4, Advanced Logic Circuit
immersiveintelligence:circuit_functional:5, Text Processor Circuit
immersiveintelligence:circuit_functional:6, ItemStack Operations Circuit
immersiveintelligence:motor_belt:0, Cloth Motor Belt
immersiveintelligence:motor_belt:1, Steel Motor Belt
immersiveintelligence:motor_gear:0, Copper Gear
immersiveintelligence:motor_gear:1, Brass Gear
immersiveintelligence:motor_gear:2, Iron Gear
immersiveintelligence:motor_gear:3, Steel Gear
immersiveintelligence:motor_gear:4, Tungsten Gear
immersiveintelligence:skycrate_mount:0, Skycrate Mount
immersiveintelligence:skycrate_mount:1, Electric Skycrate Mount
immersiveintelligence:lighter, Engineer's Lighter
immersiveintelligence:electric_hammer, Engineer's Electric Hammer
immersiveintelligence:trench_shovel, Trench Shovel
immersiveintelligence:tripod_periscope, Tripod Periscope
immersiveintelligence:mine_detector, Mine Detector
immersiveintelligence:vulcanizer_mold:0, item.immersiveintelligence.vulcanizer_mold.belt.name
immersiveintelligence:vulcanizer_mold:1, item.immersiveintelligence.vulcanizer_mold.tire.name
immersiveintelligence:electric_wirecutter, Engineer's Electric Wirecutter
immersiveintelligence:wrench, Engineer's Wrench
immersiveintelligence:electric_wrench, Electric Wrench
immersiveintelligence:drillhead:0, Tungsten Drill Head
immersiveintelligence:drillhead:1, Diamond-Tipped Iron Drill Head
immersiveintelligence:drillhead:2, Diamond-Tipped Steel Drill Head
immersiveintelligence:drillhead:3, Diamond-Tipped Tungsten Drill Head
immersiveintelligence:tachometer, Engineer's Tachometer
immersiveintelligence:data_wire, Data Cable Coil
immersiveintelligence:small_wirecoil:0, Small Redstone Cable Coil
immersiveintelligence:small_wirecoil:1, Small Data Cable Coil
immersiveintelligence:minecart:0, Minecart with Wooden Crate
immersiveintelligence:minecart:1, Minecart with Reinforced Crate
immersiveintelligence:minecart:2, Minecart with Steel Crate
immersiveintelligence:minecart:3, Minecart with Wooden Barrel
immersiveintelligence:minecart:4, Minecart with Metal Barrel
immersiveintelligence:radio_configurator:0, Basic Radio Tuner
immersiveintelligence:radio_configurator:1, Advanced Radio Tuner
immersiveintelligence:measuring_cup, Engineer's Measuring Cup
immersiveintelligence:precission_tool:0, Precision Buzzsaw
immersiveintelligence:precission_tool:1, Precision Drill
immersiveintelligence:precission_tool:2, Precision Inserter
immersiveintelligence:precission_tool:3, Precision Solderer
immersiveintelligence:precission_tool:4, Precision Welder
immersiveintelligence:precission_tool:5, Precision Hammer
immersiveintelligence:assembly_scheme, Assembly Scheme
immersiveintelligence:sawblade:0, Iron Saw Blade
immersiveintelligence:sawblade:1, Steel Saw Blade
immersiveintelligence:sawblade:2, Tungsten Saw Blade
immersiveintelligence:binoculars:0, Binoculars
immersiveintelligence:binoculars:1, Infrared Binoculars
immersiveintelligence:machinegun, Machinegun
immersiveintelligence:submachinegun, Submachinegun
immersiveintelligence:weapon_upgrade:0, Heavy Barrel
immersiveintelligence:weapon_upgrade:1, Water Cooled Barrel
immersiveintelligence:weapon_upgrade:2, Belt Fed Ammunition Loader
immersiveintelligence:weapon_upgrade:3, Second Magazine
immersiveintelligence:weapon_upgrade:4, Field Bipod
immersiveintelligence:weapon_upgrade:5, Precise Bipod
immersiveintelligence:weapon_upgrade:6, Scope
immersiveintelligence:weapon_upgrade:7, Infrared Scope
immersiveintelligence:weapon_upgrade:8, Attachable Shields
immersiveintelligence:weapon_upgrade:9, Tripod
immersiveintelligence:weapon_upgrade:10, Sturdy Barrel
immersiveintelligence:weapon_upgrade:11, Suppressor
immersiveintelligence:weapon_upgrade:12, Bottom Loader
immersiveintelligence:weapon_upgrade:13, Folding Stock
immersiveintelligence:light_engineer_armor_helmet, Engineer's Light Helmet
immersiveintelligence:light_engineer_armor_chestplate, Engineer's Light Chestplate
immersiveintelligence:light_engineer_armor_leggings, Engineer's Light Leggings
immersiveintelligence:light_engineer_armor_boots, Engineer's Light Boots
immersiveintelligence:armor_upgrade:0, Gas Mask
immersiveintelligence:advanced_powerpack, Improved Capacitor Backpack
immersiveintelligence:bullet_artillery_8bcal:1, Artillery Shell Casing
immersiveintelligence:bullet_artillery_6bcal:1, Light Artillery Shell Casing
immersiveintelligence:bullet_autocannon_3bcal:1, Autocannon Shell Casing
immersiveintelligence:bullet_grenade_5bcal:1, Hand-Grenade Stick
immersiveintelligence:bullet_railgun_grenade_4bcal:1, Railgun Grenade Rod
immersiveintelligence:bullet_mg_2bcal:1, Machinegun Bullet Casing
immersiveintelligence:bullet_stg_1bcal:1, Storm Rifle Bullet Casing
immersiveintelligence:bullet_smg_1bcal:1, Submachinegun Bullet Casing
immersiveintelligence:bullet_magazine:0, Machinegun Magazine
immersiveintelligence:bullet_magazine:1, Submachinegun Magazine
immersiveintelligence:bullet_magazine:2, Automatic Revolver Magazine
immersiveintelligence:bullet_magazine:3, Submachinegun Drum Magazine
immersiveintelligence:bullet_magazine:4, Storm Rifle Magazine
immersiveintelligence:punchtape, Punchtape
immersiveintelligence:printed_page:0, Blank Page
immersiveintelligence:printed_page:1, Printed Text
immersiveintelligence:printed_page:2, Printed Code
immersiveintelligence:printed_page:3, Printed Construction Scheme
immersiveintelligence:tracer_powder:0, Tracer Powder
immersiveintelligence:tracer_powder:1, Flare Powder
immersiveintelligence:rubber_log, tile.immersiveintelligence.rubber_log.name
immersiveintelligence:rubber_leaves, tile.immersiveintelligence.rubber_leaves.name
immersiveintelligence:rubber_sapling, tile.immersiveintelligence.rubber_sapling.name
immersiveintelligence:ore:0, Platinum Ore
immersiveintelligence:ore:1, Zinc Ore
immersiveintelligence:ore:2, Tungsten Ore
immersiveintelligence:ore:3, Salt Ore
immersiveintelligence:ore:4, Nether Fluorite Ore
immersiveintelligence:ore:5, Nether Phosphorus Ore
immersiveintelligence:sheetmetal:0, Platinum Sheetmetal
immersiveintelligence:sheetmetal:1, Zinc Sheetmetal
immersiveintelligence:sheetmetal:2, Tungsten Sheetmetal
immersiveintelligence:sheetmetal:3, Brass Sheetmetal
immersiveintelligence:storage:0, Platinum Block
immersiveintelligence:storage:1, Zinc Block
immersiveintelligence:storage:2, Tungsten Block
immersiveintelligence:storage:3, Brass Block
immersiveintelligence:storage_slab:0, Platinum Slab
immersiveintelligence:storage_slab:1, Zinc Slab
immersiveintelligence:storage_slab:2, Tungsten Slab
immersiveintelligence:storage_slab:3, Brass Slab
immersiveintelligence:sheetmetal_slab:0, Platinum Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:1, Zinc Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:2, Tungsten Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:3, Brass Sheetmetal Slab
immersiveintelligence:stone_decoration, tile.immersiveintelligence.stone_decoration.name
immersiveintelligence:cloth_decoration:0, Rope Coil
immersiveintelligence:cloth_decoration:1, Cloth Motor Belt Coil
immersiveintelligence:metal_decoration:0, Data Cable Coil
immersiveintelligence:metal_decoration:1, Electronic Engineering Block
immersiveintelligence:metal_decoration:2, Advanced Electronic Engineering Block
immersiveintelligence:metal_decoration:3, Mechanical Engineering Block
immersiveintelligence:metal_decoration:4, Heavy Mechanical Engineering Block
immersiveintelligence:metal_decoration:5, Steel Motor Belt Coil
immersiveintelligence:metal_decoration:6, Computer Engineering Block
immersiveintelligence:concrete_decoration:0, Concrete Bricks
immersiveintelligence:concrete_decoration:1, Panzerconcrete Bricks
immersiveintelligence:concrete_decoration:2, Überconcrete Bricks
immersiveintelligence:concrete_decoration_slab:0, Concrete Bricks Slab
immersiveintelligence:concrete_decoration_slab:1, Panzerconcrete Bricks Slab
immersiveintelligence:concrete_decoration_slab:2, Überconcrete Bricks Slab
immersiveintelligence:concrete_decoration_stairs_concrete_bricks, Concrete Bricks Slab
immersiveintelligence:concrete_decoration_stairs_sturdy_concrete_bricks, Panzerconcrete Bricks Stairs
immersiveintelligence:concrete_decoration_stairs_uberconcrete, Überconcrete Bricks Stairs
immersiveintelligence:metal_fortification:0, Steel Chain Fence
immersiveintelligence:metal_fortification:1, Brass Chain Fence
immersiveintelligence:metal_fortification:2, Aluminium Chain Fence
immersiveintelligence:metal_fortification1, tile.immersiveintelligence.metal_fortification1.name
immersiveintelligence:wooden_fortification:0, Wooden Steel Chain Fence
immersiveintelligence:wooden_fortification:1, Wooden Brass Chain Fence
immersiveintelligence:metal_device:0, Steel Crate
immersiveintelligence:metal_device:1, Ammunition Crate
immersiveintelligence:metal_device:2, Small Data Buffer
immersiveintelligence:metal_device:3, Timed Buffer
immersiveintelligence:metal_device:4, Redstone Buffer
immersiveintelligence:metal_device:5, Punchtape Reader
immersiveintelligence:metal_device:6, Data Router
immersiveintelligence:metal_device:7, Data Combiner
immersiveintelligence:metal_device:8, Medical Crate
immersiveintelligence:metal_device:9, Repair Crate
immersiveintelligence:data_connector:0, Data Connector
immersiveintelligence:data_connector:1, Data Relay
immersiveintelligence:data_connector:2, Alarm Siren
immersiveintelligence:data_connector:3, Item Inserter
immersiveintelligence:data_connector:4, Fluid Inserter
immersiveintelligence:data_connector:5, Advanced Inserter
immersiveintelligence:data_connector:6, Advanced Fluid Inserter
immersiveintelligence:data_connector:7, Chemical Dispenser
immersiveintelligence:data_connector:8, Programmable Speaker
immersiveintelligence:data_connector:9, Data Debugger
immersiveintelligence:data_connector:10, Data Callback Connector
immersiveintelligence:small_crate:0, Small Wooden Crate (Box)
immersiveintelligence:small_crate:1, Small Wooden Crate (Cube)
